"state","gun_type","notes","n_killed","n_injured"
"Tennessee","Unknown","one shot in dispute over car",0,1
"Florida","Unknown","shot during ar",1,0
"Texas","Unknown",NA,1,1
"Illinois","Handgun","Felon found w/ fully loaded gun, drugs, during traffic stop;",0,0
"Connecticut","Unknown",NA,0,0
"Florida","Unknown","moving company man shot in face during road rage",0,1
"Minnesota","Handgun",NA,0,0
"Florida","Unknown","self inflict gunshot",1,0
"New Mexico","Unknown",NA,0,0
"California","Unknown",NA,0,0
"California","Unknown",NA,1,0
"Texas","Unknown","shot multiple times",1,0
"Wisconsin","Unknown","shotspotter, approx 9:45 PM",0,0
"Wisconsin","Unknown","shots report unable to find complainant, approx 9:45 PM",0,0
"California","Unknown",NA,1,0
"Oklahoma","Unknown","hi, homeowner shoots intox suspect, homeowner with unspec inj",1,0
"Mississippi","Rifle","Monroe Co, rifle seized",0,0
"Arkansas","Unknown",NA,0,1
"Georgia","Unknown","32.866935, -83.584880 ;",0,1
"Tennessee","Unknown",NA,0,1
"Texas","Unknown","2 killed. Fight at club leads to shooting.",2,0
"North Carolina","Unknown","Son fatally shot father",1,0
"Illinois","Unknown","Drive up shooter leaves man serious; woman, stable;
41.909812, -87.752664 ;",0,2
"Illinois","Unknown","Man shot both legs running away from armed robbery; stable;
41.764114, -87.588505 ;",0,1
"South Carolina","Unknown",NA,0,0
"Texas","Unknown","2 killed, 2 inj The other shooting with the two female victims occurred at 300 block of U.S. HWY 385 N.",2,2
"Pennsylvania","Unknown","Caught lurking bet. buildings w/unlicensed gun and drugs.",0,0
"Colorado","Unknown","Pointing simulated gun at shoppers in parking lot",0,0
"Missouri","Unknown",NA,1,0
"Massachusetts","Handgun","traffic stop, Glock 9mm",0,0
"California","Handgun","traffic stop, chase to Ashtabula, 2 handguns seized from car",0,0
"Washington","Handgun","fired shot with 40 cal pistol to break up fight at bar, arrest for felon with gun",0,0
"Illinois","Unknown","Arm, good;",0,1
"Texas","Shotgun","1 killed. gr shootout",1,1
"Missouri","Unknown",NA,0,1
"Maryland","Unknown",NA,0,1
"Wisconsin","Unknown",NA,0,0
"Maryland","Unknown",NA,0,1
"Kentucky","Unknown","one shot;
38.264102, -85.822168 ;",0,1
"District of Columbia","Unknown",NA,1,0
"New Mexico","Handgun","Case #0217003063",0,0
"Nevada","Shotgun","36.141133, -115.044274 ;",0,0
"Michigan","Auto","traffic stop, drugs, Ruger LCP 380",0,0
"Nevada","Unknown","36.195681, -115.152295 ;",1,0
"Massachusetts","Auto","42.251876, -71.786280 ;",0,0
"California","Unknown",NA,1,0
"California","Handgun","parking lot, pistol, ammo",0,0
"New York","Unknown","Vic and suspect known to each other;
40.597058, -73.952793 ;",0,1
"Illinois","Unknown","22 y/o chest, buttocks, serious; 32 y/o abdomen, grazed, thigh, finger; stable;",0,2
"Kentucky","Unknown","Bon Air neighborhood near Seneca High School, two shot in car stopped for help in Chili's restaurant parking lot at Bardstown Road and Hikes Lane",1,1
"Illinois","Unknown","Back, stable;",0,1
"Massachusetts","Unknown","1:50 AM",0,0
"Illinois","Unknown","employees threat, pw during ar",0,2
"Florida","Unknown","Orange Co, pw and robbed at gunpoint",0,1
"California","Unknown","unspec shopping center",0,1
"California","Unknown",NA,1,0
"California","Unknown","near Date",0,1
"California","Unknown",NA,0,1
"Missouri","22 LR","37.315974, -91.959535 ;",0,1
"California","Unknown","husband shot wife then self",2,0
"Missouri","Unknown",NA,0,1
"New York","Handgun","traffic stop, VT man with drugs, handgun, 2 semiauto rifles, ammo, female on drugs only",0,0
"Tennessee","Unknown","shootout at birthday party",0,2
"Texas","Unknown","1 inj Accidental shooting.",0,1
"Pennsylvania","Unknown","shot in stomach, found at 7 Eleven on Harbison, alleged location of shooting",0,1
"Michigan","Unknown","1 killed. domestic violence Suspect claims self-defense and says he was trying to run her over with his car. Judge ruled it self-defense.",1,0
"Maryland","Shotgun","Anne Arundel Co, fired shot into ground with shotgun",0,0
"Georgia","Unknown",NA,0,0
"Illinois","Unknown","near Rte 92 and 11th St, drugs, gun",0,0
"Georgia","Unknown",NA,1,0
"North Carolina","Unknown","LOCATION FOUND",0,1
"New York","Shotgun","dv, arm with shotgun, set wife, home on fire",0,0
"Rhode Island","Unknown",NA,0,2
"Kansas","Unknown","mass shooting, 3 male vics at Bellview, 2 female vics at SE 6th and Deer Creek",1,4
"New Mexico","Handgun","33.307031, -104.518892 ;",0,0
"Massachusetts","Unknown","9:05 PM",0,0
"Florida","Unknown",NA,0,1
"Massachusetts","Unknown","Uber driver threatened pot smoking passengers",0,0
"Michigan","Handgun","suicidal suspect fired shots with handgun after roommate vic hid them, vic arrest on unrelated warrants",0,0
"New York","Unknown","Man w/gun entered home, stole keys and cellphone, fled.",0,0
"Wisconsin","Handgun",NA,0,0
"Hawaii","Unknown","road rage, vic punch suspect, suspect shot and ran over vic, led to brief barricade standoff, peaceful surrender",1,0
"Michigan","Unknown",NA,0,2
"Missouri","Unknown","38.568583, -90.254402",0,2
"Florida","Unknown","shot following fight at fairgrounds",0,2
"Missouri","Unknown","38.671534, -90.258047",0,1
"Missouri","Unknown","shot multiple times, upper torso, chest, age init report as 30;
38.704511, -90.254587",1,0
"Missouri","Unknown","38.664730, -90.253540",0,1
"Florida","Unknown",NA,0,0
"Oregon","Unknown",NA,0,1
"Pennsylvania","Auto",NA,0,0
"New York","Unknown",NA,1,0
"South Carolina","Unknown","Greenville Co, threat estranged wife with gun, ofc respond, threat ofc, ofc shot suspect; ruled a suicide by coroner",1,0
"California","Unknown",NA,1,0
"West Virginia","Unknown",NA,0,1
"Michigan","Handgun","Vic shot and killed standing on porch.;
42.308099, -83.110955 ;",1,0
"Florida","Unknown","shootout...two perps, two killed each other",2,0
"Alabama","Unknown",NA,0,2
"California","Unknown","Man with 4-5 ft long pipe",1,0
"Florida","Unknown",NA,1,0
"Ohio","Unknown","41.488870, -81.627319 ;",1,0
"California","Unknown",NA,0,1
"Virginia","Unknown","South Richmond, woman shot and killed by her boyfriend left outside church",1,0
"Florida","Unknown","Volusia Co, shot at wife, missed",0,0
"Michigan","Unknown","Suspects charged with attempted murder and felony firearms and concealed carry violations. ar",0,0
"California","Unknown","Dominguez gunned down 37-year-old Victor Palomo as revenge because Palomo had fatally shot a friend of Dominguez in self-defense sometime in the past.",1,0
"Florida","Unknown","shots fired unclear if inj approx 8 PM",0,0
"Florida","Unknown","Osceola Co, shot during personal ar",1,0
"Wisconsin","Unknown","shotspotter, approx 1 PM",0,0
"Oklahoma","Unknown","36.118957, -97.060060 ;",1,2
"Iowa","Handgun","42.497750, -92.381326 ;",0,0
"California","Unknown",NA,1,0
"California","Unknown",NA,0,0
"Illinois","Unknown","shot former roommate in head, arrest after chase, crash on Claim; convicted, 30 yrs, must serve 85%",0,1
"Missouri","Unknown",NA,0,1
"Missouri","Unknown",NA,1,0
"Missouri","Handgun","Suspect pistol-whipped victim with her own gun.",0,1
"Illinois","Handgun","Bersa Thunder 9mm stolen from nightstand in home;
40.771262, -89.616340 ;",0,0
"Alabama","Unknown",NA,1,0
"Texas","Unknown","1 inj ar",0,1
"Montana","Unknown","House also had subsequent explosions from homemade bombs",1,0
"Florida","Shotgun","attempt hi, attempt ar, mother threat with shotgun, no shots fired, unclear if suspect armed",0,0
"Texas","Unknown","2 killed, domestic violence murder-suicide. man shoots wife and then himself",2,0
"Texas","Unknown",NA,0,0
"Kansas","Unknown","Concealed carrier intervened in DV situation.",0,0
"Illinois","Handgun","Bersa Thunder handgun stolen from home; long guns left behind",0,0
"Illinois","Unknown","Marijuana, gun found in traffic stop;",0,0
"Florida","Unknown","result of fight, shot in car, crash at Magnolia and Lockhart",1,0
"California","Unknown",NA,0,1
"California","Unknown",NA,0,1
"Wisconsin","Unknown","shots fired unclear if inj approx 12:45 PM",0,0
"Wisconsin","Unknown","shotspotter approx 12:45 PM",0,0
"California","Unknown",NA,0,4
"Tennessee","Unknown","Car accident; Victim shot suspect; suspect's 27 year old son drew gun and fatally shot victim; ruled DGU.",1,1
"Florida","Unknown","shots fired unclear if inj approx 1:30 PM",0,0
"Oklahoma","Unknown","chase from I240 and Air Depot, attempt to run over ofc, officer Jarrod Jackson and Oklahoma Highway Patrol Trooper Mike Moler shot him",1,0
"Florida","Unknown","shots fired unclear if inj approx 11:45 AM",0,0
"Florida","Unknown","shots fired unclear if inj approx 11 AM",0,0
"Florida","Unknown","shots fired unclear if inj approx 9:30 AM",0,0
"Michigan","Unknown","1 inj bday party",0,1
"Wisconsin","Unknown","shotspotter approx 6:45 PM",0,0
"Florida","Unknown","shots fired unclear if inj approx 4 PM",0,0
"New York","Unknown","Shots fired at 2 cars in driveway; no inj",0,0
"Illinois","Unknown","Man found face down shot multiple times, killed; victim last seen 2/3, reported missing 2/8;",1,0
"Ohio","Unknown",NA,1,0
"Texas","Handgun","Brandishing.",0,0
"Ohio","Unknown","security guard shot standing at club door. 2 men arrested for obstructing.",1,0
"Louisiana","Handgun","31.309781, -92.463297 ;",0,0
"New York","Unknown","menacing, drugs, gun, 2 others arrest with drugs only",0,0
"Wisconsin","Unknown","shots report, unable to locate complainant, approx 12:45 PM",0,0
"Oklahoma","Unknown","35.437290, -97.544193 ;",1,1
"Virginia","Unknown","near VA State Capitol, man shot",0,1
"Ohio","Unknown",NA,0,1
"Michigan","Unknown","1 killed. Police believe the victim knew her killer.",1,0
"Ohio","Handgun",NA,0,0
"California","Unknown","init called to Chestnut",1,0
"California","Handgun","fired shots with revolver in dispute with neighbor over parking spot",0,0
"California","Unknown",NA,0,3
"California","Unknown",NA,1,0
"California","Unknown",NA,0,1
"Illinois","Unknown","Known suspect fired at victim, hit 2 houses;",0,0
"California","Unknown","db, shots fired at family of 4, only father shot, mother with unspec inj",1,0
"Illinois","Unknown",NA,0,0
"Colorado","Unknown","Waved loaded pistol at patrons outside of bar after dispute with another patron; fled scene, arrested at traffic stop short time later.",0,0
"Michigan","Handgun","cj",0,0
"Arizona","Unknown",NA,1,1
"Virginia","Unknown","county’s East End near Richmond International Airport, shots fired into occupied home",0,0
"Florida","Handgun","met for drugs, poss pw, raped at gunpoint",0,1
"Florida","Unknown","Gulf Co",0,1
"Florida","Unknown","knew friend, shot in neck when intervene in fight",2,0
"Texas","Handgun",NA,0,0
"California","Unknown",NA,1,0
"Ohio","Unknown","OVI checkpoint nets 1, felony charge/ improper handling, firearm;",0,0
"West Virginia","Auto",NA,0,0
"Missouri","Unknown","southwest Cooper County, rural area;
38.768159, -92.914487 ;",1,0
"California","Unknown",NA,0,0
"North Carolina","Unknown","man shot his older brother;
35.943345, -78.917904 ;",0,1
"Tennessee","Unknown","Female vic shot in vehicle; male in car injured in car crash, not shot",0,1
"Ohio","Unknown","Firemen on medical welfare check for a veteran shot at, by resident who thought they were breaking in; no charges;
39.159896, -84.530955 ;",0,0
"Illinois","Unknown","ShotSpotter, 1 round;",0,0
"North Carolina","Unknown","east Charlotte near Kilborne Drive, 2 people shot after fight, responding officer punched",0,2
"New York","Unknown","parking lot, domestic dispute, standoff, threat self with gun",0,0
"Wisconsin","Handgun","gang members, drugs, 3 handguns incl 1 stolen",0,0
"Wisconsin","Unknown","unspec weapons disturbance, drugs, 2 guns",0,0
"California","Unknown","shot during ar",0,1
"Mississippi","Unknown","34.193719, -90.557951 ;",0,1
"South Carolina","Unknown",NA,1,2
"California","Handgun","parking lot, gang member suspects, 2 handguns recover",0,2
"Tennessee","Unknown","east Jackson, girl hit by shot fired through bedroom window from front yard outside her house",0,1
"California","Other","TEC-9",0,0
"New Jersey","Unknown",NA,1,0
"Wisconsin","Unknown","shots fired unclear if inj approx 1:45 PM",0,0
"California","Unknown",NA,1,0
"Indiana","Unknown","firing shots in parking lot, exchange shots with officer, suspect shot in wrist/hand; in custody;
39.816908, -86.271956 ;",0,1
"Virginia","Unknown","Marion/Adwolfe area, accidental shooting [no details]",0,1
"Louisiana","Unknown","gun, other items, stolen from a vehicle in New Orleans East",0,0
"North Carolina","Unknown","east Charlotte, one shot",0,1
"Florida","Unknown","shots report, unclear if inj",0,0
"New Jersey","Unknown",NA,0,1
"Florida","Unknown","near W 28th, vic on dirt bikes, shots fired from car, approx age",0,2
"California","Shotgun",NA,0,0
"Tennessee","Handgun","man shot and killed during robbery at hotel, handgun",1,0
"Florida","AR-15","poss occur near N 24th and K, ARREST LOCATION, gang member with AR15",0,0
"Indiana","Unknown","Dispute between roommates leads to one being shot, toe; shooter/ weapons chgs;",0,1
"California","Unknown",NA,1,1
"Iowa","Unknown",NA,0,1
"Alaska","Unknown","61.179800, -149.909256 ;",0,0
"California","Unknown",NA,0,1
"Illinois","Unknown","Shotspotter, 1 round;",0,0
"Massachusetts","Handgun","Impersonating an officer;
42.655863, -71.394861",0,0
"Washington","Unknown",NA,0,1
"Texas","Unknown","Attempted cj Victim is able to hold suspect who had robbed bank until police arrive and police catch other suspect.;
29.704880, -95.472787 ;",0,0
"Illinois","Unknown","shot outside club",0,1
"California","Unknown","Man showing gun to visitor AD'd,both were shot.",0,2
"Michigan","Unknown","Arrived at hospital with gun wound to leg, self-inf; drugs and gun found",0,1
"Illinois","Unknown","Man sought after attempting to steal guns and knives, then being disarmed of them by residents;",0,0
"Washington","Unknown","LEO witnessed shots fired from vehicle; poss rel to armed rob nearby; short highway chase, car crashed @ off ramp ;
47.465108, -122.333918",0,0
"California","Unknown",NA,0,0
"Georgia","Unknown","Appears to be AD",0,1
"North Carolina","Handgun","parking lot, shot in head;
36.051958, -79.802976 ;",1,0
"Michigan","Auto","1 killed.",1,0
"Missouri","Unknown","38.627292, -90.254704 ;",0,1
"Massachusetts","Handgun","1:41 AM",0,0
"Georgia","Unknown","34.000523, -83.348823 ;",1,0
"Florida","Unknown","shots fired unclear if inj approx 1:30 PM",0,0
"Florida","Unknown","shots fired unclear if inj approx 1:30 PM",0,0
"California","Unknown","suicide subject found at 800 Palmview",4,0
"Louisiana","Unknown","1 inj ois Suspect tries to run over officer and is shot.",0,1
"Michigan","Unknown","1 inj",0,1
"Georgia","Unknown","Bartow Co, shot in leg; off Felton Rd;
34.193129, -84.783088",0,1
"New York","Unknown",NA,1,0
"Mississippi","Other",NA,0,0
"Alabama","Unknown",NA,0,1
"Indiana","Unknown",NA,0,1
"South Carolina","Unknown",NA,0,1
"South Carolina","Unknown",NA,0,1
"South Carolina","Unknown",NA,0,0
"California","Unknown","Report # FG1701095; Sureno gang members",0,0
"Idaho","Unknown","Ada Co, AD unclear if inj;
43.774015, -116.258780",0,0
"California","Unknown",NA,0,0
"Florida","Handgun","shot and pw coworker during escalated physical fight, disarm by 2 other coworkers",0,1
"Florida","AK-47","attack security, pw with AK47, attempt to shoot, gun jam",0,1
"Mississippi","Unknown",NA,1,0
"Illinois","Unknown","Younger man critical, older man serious, after car-to-car drive-by in traffic;",0,2
"Illinois","Unknown","2 victims stable after robbery, shooting as they stood on front porch at 6:50 am;",0,2
"Alabama","Handgun","Roommate mishandled pistol, vic shot in neck",0,1
"Massachusetts","Handgun",NA,0,0
"Tennessee","Unknown","Hermitage, man shot while walking down street",0,1
"Illinois","Unknown","Suspect says he fired gun to scare away males;
40.678464, -89.643748 ;",0,0
"Florida","Unknown","shots fired at person unclear if inj approx 2:30 AM",0,0
"Illinois","Unknown","Chest, critical;
42.263819, -89.023543 ;",0,1
"Louisiana","Unknown","1 inj home invasion ar drug involvement",0,1
"Massachusetts","Unknown","ShotSpotter 1:45 AM",0,0
"Alabama","Unknown",NA,0,0
"Mississippi","Unknown","Victims kidnapped at gunpoint from their home in AL",0,0
"Florida","Unknown","shots fired, 2 incidents an hour apart, poss same incident, unclear if inj at 1:18 PM and 12:19 PM",0,0
"Florida","Unknown","shots fired approx 12:15 PM, likely ALT Address, same incident: 14700 Edwards Creek",0,0
